Key,ShortKey,Source,Row,Module,Field,Role,CN,RU
AvgDialog_10133_Content_17,adom,avg序章_AvgDialog_C_M.csv,230,AvgDialog,Content,,不顾拉蒙娜和朵尔的呼喊，你握着银钥匙眺望高处，眺望向「塔薇」退回的「门」之内。,"Не обращая внимания на крики Рамоны и Долл, ты, сжимая Серебряный ключ, смотришь ввысь. Туда, внутрь «врат», за которые отступила Тавиль."
AvgDialog_10133_Content_18,adon,avg序章_AvgDialog_C_M.csv,231,AvgDialog,Content,,"你清晰地记得刚才看到的面容。
无论是淡漠的神色，眉眼的轮廓，还是嘴唇的弧度，都与拉蒙娜——","Ты отчётливо помнишь только что увиденное лицо. И равнодушное выражение, и очертания бровей и глаз, и изгиб губ — всё как у..."
AvgDialog_10133_Content_19,adoo,avg序章_AvgDialog_C_M.csv,232,AvgDialog,Content,,——一模一样。,...Рамоны.
AvgDialog_10133_Content_20,adoq,avg序章_AvgDialog_C_M.csv,233,AvgDialog,Content,,"两天后

钥冢",Два дня спустя\n\nКурган ключей
AvgDialog_10133_Content_21,ador,avg序章_AvgDialog_C_M.csv,234,AvgDialog,Content,诃勒特,……弥萨格大学是对抗融蚀的先行者，是守望人类未来的重要防线。,"…университет Мисаг — это первопроходец в борьбе с Растворением, важный рубеж, охраняющий будущее человечества."
AvgDialog_10133_Content_22,ados,avg序章_AvgDialog_C_M.csv,235,AvgDialog,Content,诃勒特,三百年来，弥萨格大学为解决融蚀，在暗中守护人类的平静生活，付出了沉重的代价。,"За триста лет мы, чтобы искоренить Растворение и тайно оберегать спокойную жизнь человечества, заплатили тяжёлую цену."
AvgDialog_10133_Content_23,adot,avg序章_AvgDialog_C_M.csv,236,AvgDialog,Content,诃勒特,这片墓园，是我们提前准备的归宿，也是弥萨格师生为人类存续献出生命的觉悟。,"Этот курган — загодя уготованное нам последнее пристанище, а также подтверждение готовности преподавателей и студентов Мисага отдать свои жизни ради спасения человечества."
AvgDialog_10133_Content_24,adou,avg序章_AvgDialog_C_M.csv,237,AvgDialog,Content,,演说还在继续，诃勒特合眼，叹了口气，呵出的白色水雾消散在雨丝中。,Речь ещё не окончена. Чорт закрывает глаза и вздыхает; её дыхание белым паром тает в дожде.
AvgDialog_10133_Content_25,adov,avg序章_AvgDialog_C_M.csv,238,AvgDialog,Content,诃勒特,……我想，在众多届新生中，没有谁比你们更能体会这段话的沉重。,"...я полагаю, что среди множества поколений студентов никто не сможет прочувствовать тяжесть этих слов глубже, чем вы."
AvgDialog_10133_Content_26,adow,avg序章_AvgDialog_C_M.csv,239,AvgDialog,Content,诃勒特,这三百年间，黑池中曾经几度浮起过银芯、融蚀异变体等异常存在，但这种级别的异变，还是第一次发生。,"За эти триста лет на дне Чёрного пруда несколько раз всплывали аномальные сущности — серебряные ядра, мутанты Растворения, — но инцидент такого порядка происходит впервые."
AvgDialog_10133_Content_27,adox,avg序章_AvgDialog_C_M.csv,240,AvgDialog,Content,诃勒特,有很多人再也没能回来。,Многие так и не вернулись.
AvgDialog_10133_Content_28,adoy,avg序章_AvgDialog_C_M.csv,241,AvgDialog,Content,,说话的人是弥萨格生命科学院代理院长诃勒特，传说中她能够看见异种生物，是前任院长最钟爱的学生。,"Говорящая — исполняющая обязанности декана факультета наук о жизни, Чорт. Легенда гласит, что она способна видеть чужеродных существ. И что была самой любимой ученицей предыдущего декана."
AvgDialog_10133_Content_29,adoz,avg序章_AvgDialog_C_M.csv,242,AvgDialog,Content,诃勒特,与融蚀相关的事件总是伴随着意外、疯狂和死亡，这就是我们这条道路上必然的经历。,"События, связанные с Растворением, всегда сопровождаются случайностями, безумием и смертью — такова неизбежная часть нашего пути."
AvgDialog_10133_Content_30,adoB,avg序章_AvgDialog_C_M.csv,243,AvgDialog,Content,,"你理解诃勒特话语中的含义。
你前方的墓碑下空无一人。","Ты понимаешь смысл, прячущийся за словами Чорт; могила перед тобой — пуста."
AvgDialog_10133_Content_31,adoC,avg序章_AvgDialog_C_M.csv,244,AvgDialog,Content,,墓碑之上，黑色的黏液缓缓流淌。,По надгробному камню медленно течёт чёрная слизь.
AvgDialog_10133_Content_32,adoD,avg序章_AvgDialog_C_M.csv,245,AvgDialog,Content,,……,...
AvgDialog_10133_Content_33,adoE,avg序章_AvgDialog_C_M.csv,246,AvgDialog,Content,,仪式结束后，德克斯特勋爵将你邀请到了他的办公室。,После церемонии лорд Декстер приглашает тебя к себе в кабинет.
AvgDialog_10133_Content_34,adoF,avg序章_AvgDialog_C_M.csv,247,AvgDialog,Content,,"“德克斯特”这个名字你很熟悉，这是拉蒙娜的姓氏。
这位“德克斯特勋爵”是你的教授，也是拉蒙娜的养父。","Фамилия «Декстер» тебе хорошо знакома, ведь она принадлежит Рамоне. А лорд Декстер — твой профессор, а также приёмный отец девушки."
AvgDialog_10133_Content_35,adoG,avg序章_AvgDialog_C_M.csv,248,AvgDialog,Content,德克斯特,我在报告中看到了这部分内容，有件事需要拜托你。,По поводу части твоего доклада… Я должен попросить тебя кое о чём.
AvgDialog_10133_Content_36,adoH,avg序章_AvgDialog_C_M.csv,249,AvgDialog,Content,德克斯特,关于“塔薇”的容貌……能否请你对拉蒙娜保密？,"Не {Male=мог,Female=могла} бы ты… сохранить в тайне от Рамоны всё, что касается внешности «Тавиль»?"
AvgDialog_10133_Content_37,adoI,avg序章_AvgDialog_C_M.csv,250,AvgDialog,Content,玩家,为什么？,Почему?
AvgDialog_10133_Content_38,adoJ,avg序章_AvgDialog_C_M.csv,251,AvgDialog,Content,德克斯特,怎么说呢……背后的因果相当复杂，一时半刻有点难以表述。,"Как бы сказать… причинно-следственные связи здесь довольно сложные, и непросто будет объяснить всё в двух словах."
AvgDialog_10133_Content_39,adoK,avg序章_AvgDialog_C_M.csv,252,AvgDialog,Content,德克斯特,不过，我迟早会让她知道的，只是不是现在。,"Однажды я ей об этом расскажу, но не сейчас."
AvgDialog_10133_Content_40,adoM,avg序章_AvgDialog_C_M.csv,253,AvgDialog,Content,德克斯特,这并非弥萨格保密需求考虑，而是一位希望保护女儿的父亲的请求。,"Это не из-за требований секретности Мисага, просто просьба отца, желающего защитить свою дочь."
AvgDialog_10133_Content_41,adoN,avg序章_AvgDialog_C_M.csv,254,AvgDialog,Content,德克斯特,拜托，给我们一点时间，可以吗？,"Пожалуйста, дай нам немного времени, хорошо?"
AvgDialog_10133_Content_42,adoO,avg序章_AvgDialog_C_M.csv,255,AvgDialog,Content,,虽然你希望知道真相，但还是点头答应。,"Хотя тебе хочется узнать правду, ты всё же киваешь в знак согласия."
AvgDialog_10133_Content_43,adoP,avg序章_AvgDialog_C_M.csv,256,AvgDialog,Content,德克斯特,"感谢你的理解。
说起来，最近正好有一批御用调和威士忌送到，我央人偷偷留了两瓶。","Благодарю за понимание. К слову, недавно как раз завезли партию казённого купажированного виски, и мне удалось умыкнуть пару бутылок."
AvgDialog_10133_Content_44,adoQ,avg序章_AvgDialog_C_M.csv,257,AvgDialog,Content,德克斯特,拿去吧，叫上拉蒙娜一起，品尝一下大人的味道——就当是你的专属迎新仪式，怎么样？,"Возьми одну. Пригласи Рамону выпить, попробуете вкус взрослой жизни. Будет эдакая особая церемония посвящения. Что скажешь?"
AvgDialog_10133_Content_45,adoR,avg序章_AvgDialog_C_M.csv,258,AvgDialog,Content,威廉,"只怕不合适吧，德克斯特勋爵。
融蚀可不会在我们休息的时候停止扩散。","Боюсь, это неуместно, лорд Декстер. Растворение не перестанет распространяться, пока мы отдыхаем."
AvgDialog_10133_Content_46,adoS,avg序章_AvgDialog_C_M.csv,259,AvgDialog,Content,德克斯特,"哎呀，威廉还是找到这里来了。
那我可救不了你了，小家伙。","Что ж, Уильям до нас таки добрался! Извини, дальше я тебе не помощник."
AvgDialog_10133_Content_47,adoT,avg序章_AvgDialog_C_M.csv,260,AvgDialog,Content,威廉,卷宗已经整理完毕，可以准备出勤了，新晋守密人。,"Досье уже подготовлено. Можно готовиться к выезду, новоиспечённый Хранитель."
AvgDialog_10133_Content_48,adoU,avg序章_AvgDialog_C_M.csv,261,AvgDialog,Content,威廉,愿银钥指引前路。,Да осветит твой путь Серебряный ключ.
AvgDialog_81620_Content_1,aqyJ,avg序章_AvgDialog_C_M.csv,263,AvgDialog,Content,拉蒙娜,好难缠的敌人……别害怕，守密人，弥萨格早就为这种危机状况准备好了对策。,"Неприятный противник… Не бойся, Хранитель, Мисаг уже давно подготовил контрмеры на такие критические ситуации."
AvgDialog_81620_Content_2,aqyK,avg序章_AvgDialog_C_M.csv,264,AvgDialog,Content,拉蒙娜,点击激活手中的应急灵知体吧，里面珍贵的精神力量会瞬间激发唤醒体的潜力，让大家恢复最佳状态。,"Нажми, чтобы активировать находящийся у тебя Экстренный гнозис. Содержащаяся в нём драгоценная духовная сила мгновенно приведёт Пробуждённых в лучшее состояние."
AvgDialog_81620_Content_3,aqyL,avg序章_AvgDialog_C_M.csv,265,AvgDialog,Content,拉蒙娜,在战斗的关键时刻使用应急灵知体，是可以让局面反败为胜的最终手段，请谨慎选择使用吧，你的安危始终是最重要的。,"Использование Экстренного гнозиса в ключевой момент битвы — это крайнее средство, способное переломить ход сражения и привести к победе. Пожалуйста, применяй его с осторожностью. Твоя безопасность всегда важнее всего."
AvgDialog_84354_Content_1,bvTx,avg序章_AvgDialog_C_M.csv,266,AvgDialog,Content,拉蒙娜,守密人，在遭遇致命伤害时，有可能触发死亡抵抗。就像现在这样。,"Хранитель, при получении смертельного урона есть вероятность активировать сопротивление смерти. Вот как сейчас."
AvgDialog_84354_Content_2,bvTy,avg序章_AvgDialog_C_M.csv,267,AvgDialog,Content,拉蒙娜,那是唤醒体在躯体濒临崩解时强行爆发了自身能量。它能帮助你免疫该致命伤害，并保留1点生命。,Это когда Пробуждённый на грани разрушения тела силой взрывает собственную энергию. Такой манёвр поможет тебе выжить после смертельного удара и сохранить 1 ОЗ.
AvgDialog_84354_Content_3,bvTz,avg序章_AvgDialog_C_M.csv,268,AvgDialog,Content,拉蒙娜,<Blue:成功后，死亡抵抗的触发难度会不断增加。>我必须提醒你，与其依赖运气，不如将命运掌握在手中。,"<Blue:После успешного применения сложность активации сопротивления смерти будет постоянно возрастать.> Я должна тебя предупредить: лучше держать судьбу в своих руках, чем полагаться на удачу."
AvgDialog_84354_Content_4,bvTA,avg序章_AvgDialog_C_M.csv,269,AvgDialog,Content,拉蒙娜,继续前行吧，守密人。不要害怕，无论前路如何，我都会永远陪伴着你。,"Продолжай путь, Хранитель. Не бойся. Что бы ни ждало нас впереди, я всегда буду с тобой."
