Key,ShortKey,Source,Row,Module,Field,Character,CN,EN
Event_6987_ChoiceDesc2,azfI,s事件_Event_A.csv,672,Event,ChoiceDesc2,,【表示否定】,[Disagree]
Event_6987_ChoiceDesc3,azfJ,s事件_Event_A.csv,672,Event,ChoiceDesc3,,【不置可否】,[No Comment]
Event_7428_ChoiceDesc1,aBqf,s事件_Event_A.csv,673,Event,ChoiceDesc1,,【离开】随机1张指令卡获得刻印：灵感,"[Leave] Engrave the Orison ""Inspiration"" on a random Command card."
Event_7427_ChoiceDesc1,aBpT,s事件_Event_A.csv,674,Event,ChoiceDesc1,,【离开】随机1张指令卡获得刻印：筹算,"[Leave] Engrave the Orison ""Computation"" on a random Command card."
Event_7426_ChoiceDesc1,aBpH,s事件_Event_A.csv,675,Event,ChoiceDesc1,,【离开】随机1张指令卡获得刻印：镜像,"[Leave] Engrave the Orison ""Mirror"" on a random Command card."
Event_7075_ChoiceDesc1,azzX,s事件_Event_A.csv,677,Event,ChoiceDesc1,,【离开】获得造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Leave] Acquire the Relic ""(RelicConfig.Arg1)"", but develop the Symptom ""(Skill.Arg2)""."
Event_6954_ChoiceDesc1,ayXf,s事件_Event_A.csv,678,Event,ChoiceDesc1,,【离开】获得造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Leave] Acquire the Relic ""(RelicConfig.Arg1)"", but develop the Symptom ""(Skill.Arg2)""."
Event_7074_ChoiceDesc1,azzL,s事件_Event_A.csv,679,Event,ChoiceDesc1,,【离开】提升 Arg1 点生命，并获得25黑印,[Leave] Increase Max HP by Arg1 and acquire 25 Black Sigils.
Event_7620_ChoiceDesc1,aCiv,s事件_Event_A.csv,682,Event,ChoiceDesc1,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_7621_ChoiceDesc1,aCiH,s事件_Event_A.csv,683,Event,ChoiceDesc1,,【离开】获得75黑印，感染「(Skill.Arg2)」,"[Leave] Acquire 75 Black Sigils, but develop the Symptom ""(Skill.Arg2)""."
Event_6969_ChoiceDesc1,azaD,s事件_Event_A.csv,685,Event,ChoiceDesc1,,【离开】获得1个随机黄金造物，感染「(Skill.Arg1)」,"[Leave] Acquire a random Golden Relic, but develop the Symptom ""(Skill.Arg1)""."
Event_6971_ChoiceDesc1,azbb,s事件_Event_A.csv,686,Event,ChoiceDesc1,,【离开】获得3选1黄金造物，感染「(Skill.Arg1)」,"[Leave] Acquire 1 out of 3 Golden Relics, but develop the Symptom ""(Skill.Arg1)""."
Event_7452_ChoiceDesc1,aBvH,s事件_Event_A.csv,688,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_7460_ChoiceDesc1,aBxz,s事件_Event_A.csv,689,Event,ChoiceDesc1,,【离开】选择1个诅咒造物，感染「(Skill.Arg1)」,"[Leave] Acquire 1 out of 3 Cursed Relics, but develop the Symptom ""(Skill.Arg1)""."
Event_7284_ChoiceDesc1,aAvL,s事件_Event_A.csv,692,Event,ChoiceDesc1,,【离开】选择觉醒1名唤醒体，并降低其觉醒卡算力消耗2点。感染「(Skill.Arg1)」,"[Leave] Rouse an Awakener, reduce that Card's Arithmetica Cost by 2, but develop ""(Skill.Arg1)""."
Event_7632_ChoiceDesc1,aClj,s事件_Event_A.csv,695,Event,ChoiceDesc1,,【离开】提升 Arg1 点最大生命，感染「(Skill.Arg2)」以及「(Skill.Arg3)」,"[Leave] Increase Max HP by Arg1, but develop ""(Skill.Arg2)"" and ""(Skill.Arg3)""."
Event_7449_ChoiceDesc1,aBuX,s事件_Event_A.csv,697,Event,ChoiceDesc1,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_7335_ChoiceDesc1,aAHz,s事件_Event_A.csv,698,Event,ChoiceDesc1,,【离开】获得75黑印，感染「(Skill.Arg2)」,"[Leave] Acquire 75 Black Sigils, but develop the Symptom ""(Skill.Arg2)""."
Event_6841_ChoiceDesc1,ayxb,s事件_Event_A.csv,701,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_6843_ChoiceDesc1,ayxz,s事件_Event_A.csv,702,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_7144_ChoiceDesc1,azQf,s事件_Event_A.csv,705,Event,ChoiceDesc1,,【离开】获得3选1白银造物，感染「(Skill.Arg1)」,"[Leave] Acquire 1 out of 3 Silver Relics, but develop the Symptom ""(Skill.Arg1)""."
Event_7349_ChoiceDesc1,aAKL,s事件_Event_A.csv,707,Event,ChoiceDesc1,,【离开】获得3选1白银造物，感染「(Skill.Arg1)」,"[Leave] Acquire 1 out of 3 Silver Relics, but develop the Symptom ""(Skill.Arg1)""."
Event_7352_ChoiceDesc1,aALv,s事件_Event_A.csv,708,Event,ChoiceDesc1,,【离开】获得3选1刻印,[Leave] Engrave 1 out of 3 Orisons
Event_6973_ChoiceDesc1,azbz,s事件_Event_A.csv,710,Event,ChoiceDesc1,,【离开】获得3选1黄金造物，感染「(Skill.Arg1)」,"[Leave] Acquire 1 out of 3 Golden Relics, but develop the Symptom ""(Skill.Arg1)""."
Event_6959_ChoiceDesc1,ayYn,s事件_Event_A.csv,711,Event,ChoiceDesc1,,【离开】获得3选1高级刻印,[Leave] Engrave 1 out of 3 Adv. Orisons
Event_7519_ChoiceDesc1,aBLf,s事件_Event_A.csv,713,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_6982_ChoiceDesc1,azez,s事件_Event_A.csv,714,Event,ChoiceDesc1,,【离开】选择复制1张指令卡，感染「(Skill.Arg1)」,"[Leave] Duplicate a Command card, but develop the Symptom ""(Skill.Arg1)""."
Event_7268_ChoiceDesc1,aAsb,s事件_Event_A.csv,716,Event,ChoiceDesc1,,【离开】获得造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Leave] Acquire the Relic ""(RelicConfig.Arg1)"", but develop the Symptom ""(Skill.Arg2)""."
Event_7271_ChoiceDesc1,aAsL,s事件_Event_A.csv,717,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_35899_ChoiceDesc1,awDj,s事件_Event_A.csv,720,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on a random Command card, but develop ""(Skill.Arg2)""."
Event_35929_ChoiceDesc1,awKf,s事件_Event_A.csv,721,Event,ChoiceDesc1,,【离开】获得 25 黑印,[Leave] Acquire 25 Black Sigils
Event_35914_ChoiceDesc1,awGH,s事件_Event_A.csv,723,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on a random Command card, but develop ""(Skill.Arg2)""."
Event_35913_ChoiceDesc1,awGv,s事件_Event_A.csv,724,Event,ChoiceDesc1,,【离开】随机觉醒1名唤醒体，感染「(Skill.Arg1)」,"[Leave] Rouse a random Awakener, but develop the Symptom ""(Skill.Arg1)""."
Event_35904_ChoiceDesc1,awEr,s事件_Event_A.csv,726,Event,ChoiceDesc1,,【离开】获得造物「(RelicConfig.Arg1)」,"[Leave] Acquire the Relic ""(RelicConfig.Arg1)"""
Event_35902_ChoiceDesc1,awDT,s事件_Event_A.csv,727,Event,ChoiceDesc1,,【离开】获得 50 黑印,[Leave] Acquire 50 Black Sigils
Event_35910_ChoiceDesc1,awFL,s事件_Event_A.csv,729,Event,ChoiceDesc1,,【离开】获得3选1黄金造物，感染「(Skill.Arg1)」,"[Leave] Acquire 1 out of 3 Golden Relics, but develop the Symptom ""(Skill.Arg1)""."
Event_35911_ChoiceDesc1,awFX,s事件_Event_A.csv,730,Event,ChoiceDesc1,,【离开】获得3选1高级刻印,[Leave] Engrave 1 out of 3 Adv. Orisons
Event_35918_ChoiceDesc1,awHD,s事件_Event_A.csv,732,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_35917_ChoiceDesc1,awHr,s事件_Event_A.csv,733,Event,ChoiceDesc1,,【离开】选择复制1张指令卡，感染「(Skill.Arg1)」,"[Leave] Duplicate a Command card, but develop the Symptom ""(Skill.Arg1)""."
Event_49915_ChoiceDesc1,axpX,s事件_Event_A.csv,736,Event,ChoiceDesc1,,【离开】获得3选1白银造物，感染「(Skill.Arg1)」,"[Leave] Acquire 1 out of 3 Silver Relics, but develop the Symptom ""(Skill.Arg1)""."
Event_49917_ChoiceDesc1,axqv,s事件_Event_A.csv,737,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得刻印「(EnchantConfig.Arg1)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_49918_ChoiceDesc1,axqH,s事件_Event_A.csv,739,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得刻印「(EnchantConfig.Arg1)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_49921_ChoiceDesc1,axrr,s事件_Event_A.csv,740,Event,ChoiceDesc1,,【离开】获得3选1黄金造物，感染「(Skill.Arg1)」,"[Leave] Acquire 1 out of 3 Golden Relics, but develop the Symptom ""(Skill.Arg1)""."
Event_49912_ChoiceDesc1,axpn,s事件_Event_A.csv,742,Event,ChoiceDesc1,,【离开】选择复制1张指令卡,[Leave] Duplicate a Command card
Event_49913_ChoiceDesc1,axpz,s事件_Event_A.csv,743,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_49909_ChoiceDesc1,axoD,s事件_Event_A.csv,745,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_49911_ChoiceDesc1,axpb,s事件_Event_A.csv,748,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_49914_ChoiceDesc1,axpL,s事件_Event_A.csv,749,Event,ChoiceDesc1,,【离开】选择觉醒1名唤醒体，使其觉醒卡费用-1，感染「(Skill.Arg1)」,"[Leave] Rouse an Awakener, reduce that Card's Arithmetica Cost by 1, but develop ""(Skill.Arg1)""."
Event_49922_ChoiceDesc1,axrD,s事件_Event_A.csv,751,Event,ChoiceDesc1,,【离开】获得造物「(RelicConfig.Arg1)」,"[Leave] Acquire the Relic ""(RelicConfig.Arg1)"""
Event_49923_ChoiceDesc1,axrP,s事件_Event_A.csv,752,Event,ChoiceDesc1,,【离开】从3张指令卡中选择1张获得高级刻印：「(EnchantConfig.Arg1)」,"[Leave] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_49939_ChoiceDesc1,axsn,s事件_Event_A.csv,754,Event,ChoiceDesc1,,【相信莱克】所有唤醒体回复Arg1狂气,[Trust Ryker] All Awakeners gain Arg1 Aliemus
Event_49939_ChoiceDesc2,axso,s事件_Event_A.csv,754,Event,ChoiceDesc2,,【担忧莱克】选择觉醒2名唤醒体,[Worry About Ryker] Rouse 2 Awakeners
Event_7375_ChoiceDesc1,aAQL,s事件_Event_A.csv,762,Event,ChoiceDesc1,,【遵从指示】提升 Arg1 点生命,[Follow the Instructions] Increase Max HP by Arg1
Event_7551_ChoiceDesc1,aBSz,s事件_Event_A.csv,763,Event,ChoiceDesc1,,【继续寻找】提升 Arg1 点生命，感染「(Skill.Arg2)」,"[Keep Searching] Increase Max HP by Arg1, but develop the Symptom ""(Skill.Arg2)""."
Event_7521_ChoiceDesc1,aBLD,s事件_Event_A.csv,764,Event,ChoiceDesc1,,【继续寻找】提升 Arg1 点生命，感染「(Skill.Arg2)」,"[Keep Searching] Increase Max HP by Arg1, but develop the Symptom ""(Skill.Arg2)""."
Event_7148_ChoiceDesc1,azRb,s事件_Event_A.csv,765,Event,ChoiceDesc1,,【继续寻找】提升 Arg1 点生命，感染「(Skill.Arg2)」,"[Keep Searching] Increase Max HP by Arg1, but develop the Symptom ""(Skill.Arg2)""."
Event_7198_ChoiceDesc1,aAcD,s事件_Event_A.csv,766,Event,ChoiceDesc1,,【继续寻找】提升 Arg1 点生命，感染「(Skill.Arg2)」,"[Keep Searching] Increase Max HP by Arg1, but develop the Symptom ""(Skill.Arg2)""."
Event_7222_ChoiceDesc1,aAhv,s事件_Event_A.csv,768,Event,ChoiceDesc1,,【遵从指示】提升 Arg1 点生命,[Follow the Instructions] Increase Max HP by Arg1
Event_7236_ChoiceDesc1,aAkH,s事件_Event_A.csv,769,Event,ChoiceDesc1,,【继续寻找】提升 Arg1 点生命，感染「(Skill.Arg2)」,"[Keep Searching] Increase Max HP by Arg1, but develop the Symptom ""(Skill.Arg2)""."
Event_7239_ChoiceDesc1,aAlr,s事件_Event_A.csv,770,Event,ChoiceDesc1,,【继续寻找】提升 Arg1 点生命，感染「(Skill.Arg2)」,"[Keep Searching] Increase Max HP by Arg1, but develop the Symptom ""(Skill.Arg2)""."
Event_7238_ChoiceDesc1,aAlf,s事件_Event_A.csv,771,Event,ChoiceDesc1,,【继续寻找】提升 Arg1 点生命，感染「(Skill.Arg2)」,"[Keep Searching] Increase Max HP by Arg1, but develop the Symptom ""(Skill.Arg2)""."
Event_7241_ChoiceDesc1,aAlP,s事件_Event_A.csv,772,Event,ChoiceDesc1,,【继续寻找】提升 Arg1 点生命，感染「(Skill.Arg2)」,"[Keep Searching] Increase Max HP by Arg1, but develop the Symptom ""(Skill.Arg2)""."
Event_36734_ChoiceDesc1,awOX,s事件_Event_A.csv,774,Event,ChoiceDesc1,,【尝试呼唤他】提升 Arg1 点生命,[Attempt to Call Him] Increase Max HP by Arg1
Event_36736_ChoiceDesc1,awPv,s事件_Event_A.csv,775,Event,ChoiceDesc1,,【继续呼唤他】提升 Arg1 点生命，感染「(Skill.Arg2)」,"[Keep Calling Him] Increase Max HP by Arg1, but develop the Symptom ""(Skill.Arg2)""."
Event_36747_ChoiceDesc1,awRX,s事件_Event_A.csv,776,Event,ChoiceDesc1,,【急切地呼唤他】提升 Arg1 点生命，感染「(Skill.Arg2)」,"[Eager Call] Increase Max HP by Arg1, but develop the Symptom ""(Skill.Arg2)""."
Event_36744_ChoiceDesc1,awRn,s事件_Event_A.csv,777,Event,ChoiceDesc1,,【坚定地呼唤他】提升 Arg1 点生命，感染「(Skill.Arg2)」,"[Firmly Call Him] Increase Max HP by Arg1, but develop the Symptom ""(Skill.Arg2)""."
Event_36742_ChoiceDesc1,awQP,s事件_Event_A.csv,778,Event,ChoiceDesc1,,【最后一次呼唤他】提升 Arg1 点生命，感染「(Skill.Arg2)」,"[The Last Call] Increase Max HP by Arg1, but develop the Symptom ""(Skill.Arg2)""."
Event_7104_ChoiceDesc2,azGU,s事件_Event_A.csv,780,Event,ChoiceDesc2,,【纵容自己沉眠】随机2张指令卡获得高级刻印：「(EnchantConfig.Arg1)」，感染2张「(Skill.Arg2)」,"[Indulge in Sleep] Engrave the Orison ""(EnchantConfig.Arg1)"" on 2 random Command cards, but develop ""(Skill.Arg2)"" twice."
Event_7527_ChoiceDesc1,aBMX,s事件_Event_A.csv,783,Event,ChoiceDesc1,,【定睛细看】提高 Arg1 点最大生命,[Focus] Increase Max HP by Arg1
Event_7527_ChoiceDesc2,aBMY,s事件_Event_A.csv,783,Event,ChoiceDesc2,,【无视】随机2张指令卡获得高级刻印：「(EnchantConfig.Arg1)」，感染2张「(Skill.Arg2)」,"[Ignore] Engrave the Orison ""(EnchantConfig.Arg1)"" on 2 random Command cards, but develop ""(Skill.Arg2)"" twice."
Event_7208_ChoiceDesc2,aAeU,s事件_Event_A.csv,786,Event,ChoiceDesc2,,【忽视它】随机2张指令卡获得高级刻印：「(EnchantConfig.Arg1)」，感染2张「(Skill.Arg2)」,"[Ignore It] Engrave the Orison ""(EnchantConfig.Arg1)"" on 2 random Command cards, but develop ""(Skill.Arg2)"" twice."
Event_35920_ChoiceDesc2,awIc,s事件_Event_A.csv,789,Event,ChoiceDesc2,,【直面内心】随机2张指令卡获得高级刻印：「(EnchantConfig.Arg1)」，感染2张「(Skill.Arg2)」,"[Face Yourself] Engrave the Orison ""(EnchantConfig.Arg1)"" on 2 random Command cards, but develop ""(Skill.Arg2)"" twice."
Event_74171_ChoiceDesc2,aBgU,s事件_Event_A.csv,792,Event,ChoiceDesc2,,【保持注视】随机1张指令卡获得高级刻印：「(EnchantConfig.Arg1)」，感染1张「(Skill.Arg2)」,"[Maintain Gaze] Engrave the Orison ""(EnchantConfig.Arg1)"" on a random Command card, but develop ""(Skill.Arg2)""."
Event_7072_ChoiceDesc1,azzn,s事件_Event_A.csv,795,Event,ChoiceDesc1,,【选择道德】回复 Arg1 点生命,[Choose Morality] Recover Arg1 HP
Event_7072_ChoiceDesc2,azzo,s事件_Event_A.csv,795,Event,ChoiceDesc2,,【选择生命】回复全部血量，感染「(Skill.Arg2)」,"[Choose HP] Recover all HP, but develop the Symptom ""(Skill.Arg2)""."
Event_7539_ChoiceDesc1,aBPL,s事件_Event_A.csv,798,Event,ChoiceDesc1,,【学猫叫】获得50黑印,[Imitate Cat's Call] Acquire 50 Black Sigils
Event_7539_ChoiceDesc2,aBPM,s事件_Event_A.csv,798,Event,ChoiceDesc2,,【投喂食物】获得75黑印，感染「(Skill.Arg2)」,"[Feed] Acquire 75 Black Sigils, but develop the Symptom ""(Skill.Arg2)""."
Event_74167_ChoiceDesc1,aBfL,s事件_Event_A.csv,801,Event,ChoiceDesc1,,【揉揉眼睛】获得50黑印,[Rub Your Eyes] Acquire 50 Black Sigils
Event_74167_ChoiceDesc2,aBfM,s事件_Event_A.csv,801,Event,ChoiceDesc2,,【闭上眼睛】获得75黑印，感染「(Skill.Arg2)」,"[Close Your Eyes] Acquire 75 Black Sigils, but develop the Symptom ""(Skill.Arg2)""."
Event_59615_ChoiceDesc1,ayaH,s事件_Event_A.csv,804,Event,ChoiceDesc1,,【忽视怀疑】获得50黑印,[Ignore Suspicion] Acquire 50 Black Sigils
Event_59615_ChoiceDesc2,ayaI,s事件_Event_A.csv,804,Event,ChoiceDesc2,,【独断专行】获得75黑印，感染「(Skill.Arg2)」,"[Arbitrary] Acquire 75 Black Sigils, but develop the Symptom ""(Skill.Arg2)""."
Event_7537_ChoiceDesc1,aBPn,s事件_Event_A.csv,807,Event,ChoiceDesc1,,【感到惶恐】随机觉醒1名唤醒体,[Feel Panic] Rouse a random Awakener
Event_7537_ChoiceDesc2,aBPo,s事件_Event_A.csv,807,Event,ChoiceDesc2,,【感到满足】选择觉醒1名唤醒体，并降低其觉醒卡算力消耗2点。感染「(Skill.Arg1)」,"[Feel Content] Choose an Awakener to Rouse, reduce that Card's Arithmetica Cost by 2, but develop ""(Skill.Arg1)""."
Event_7537_ChoiceDesc3,aBPp,s事件_Event_A.csv,807,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_7502_ChoiceDesc1,aBHj,s事件_Event_A.csv,810,Event,ChoiceDesc1,,【回避目光】随机觉醒1名唤醒体,[Avoid Gaze] Rouse a random Awakener
Event_7502_ChoiceDesc2,aBHk,s事件_Event_A.csv,810,Event,ChoiceDesc2,,【直视目光】选择觉醒1名唤醒体，并降低其觉醒卡算力消耗2点。感染「(Skill.Arg1)」,"[Stare] Choose an Awakener to Rouse, reduce that Card's Arithmetica Cost by 2, but develop ""(Skill.Arg1)""."
Event_7502_ChoiceDesc3,aBHl,s事件_Event_A.csv,810,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_80620_ChoiceDesc1,bspy,s事件_Event_A.csv,813,Event,ChoiceDesc1,,【回避目光】随机觉醒1名唤醒体,[Avoid Gaze] Rouse a random Awakener
Event_80620_ChoiceDesc2,bspz,s事件_Event_A.csv,813,Event,ChoiceDesc2,,【直视目光】选择觉醒1名唤醒体，并降低其觉醒卡算力消耗2点。感染「(Skill.Arg1)」,"[Stare] Choose an Awakener to Rouse, reduce that Card's Arithmetica Cost by 2, but develop ""(Skill.Arg1)""."
Event_80620_ChoiceDesc3,bspA,s事件_Event_A.csv,813,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_7517_ChoiceDesc1,aBKH,s事件_Event_A.csv,816,Event,ChoiceDesc1,,【告诉他真相】随机觉醒1名唤醒体，感染「(Skill.Arg1)」,"[Tell Him the Truth] Rouse a random Awakener, but develop the Symptom ""(Skill.Arg1)""."
Event_7517_ChoiceDesc2,aBKI,s事件_Event_A.csv,816,Event,ChoiceDesc2,,【隐瞒真相】获得3选1刻印,[Conceal the Truth] Engrave 1 out of 3 Orisons
Event_44919_ChoiceDesc1,axcf,s事件_Event_A.csv,819,Event,ChoiceDesc1,,【内省自身】随机觉醒1名唤醒体，感染「(Skill.Arg1)」,"[Self-Reflection] Rouse a random Awakener, but develop the Symptom ""(Skill.Arg1)""."
Event_44919_ChoiceDesc2,axcg,s事件_Event_A.csv,819,Event,ChoiceDesc2,,【外看旁人】获得3选1刻印,[Look Around] Engrave 1 out of 3 Orisons
Event_80629_ChoiceDesc1,bsrC,s事件_Event_A.csv,822,Event,ChoiceDesc1,,【祈求】随机觉醒1名唤醒体，感染「(Skill.Arg1)」,"[Pray] Rouse a random Awakener, but develop the Symptom ""(Skill.Arg1)""."
Event_80629_ChoiceDesc2,bsrD,s事件_Event_A.csv,822,Event,ChoiceDesc2,,【拒绝】获得3选1刻印,[Refuse] Engrave 1 out of 3 Orisons
Event_7627_ChoiceDesc1,aCkb,s事件_Event_A.csv,825,Event,ChoiceDesc1,,【领悟它】随机觉醒1名唤醒体，感染「(Skill.Arg1)」,"[Comprehend it] Rouse a random Awakener, but develop the Symptom ""(Skill.Arg1)""."
Event_7627_ChoiceDesc2,aCkc,s事件_Event_A.csv,825,Event,ChoiceDesc2,,【无视它】获得3选1刻印,[Ignore It] Engrave 1 out of 3 Orisons
Event_40454_ChoiceDesc1,awWP,s事件_Event_A.csv,826,Event,ChoiceDesc1,,【与之握手】随机觉醒1名唤醒体，感染「(Skill.Arg1)」,"[Shake Hands] Rouse a random Awakener, but develop the Symptom ""(Skill.Arg1)""."
Event_40454_ChoiceDesc2,awWQ,s事件_Event_A.csv,826,Event,ChoiceDesc2,,【离开】获得3选1刻印,[Leave] Engrave 1 out of 3 Orisons
Event_7065_ChoiceDesc1,azxH,s事件_Event_A.csv,831,Event,ChoiceDesc1,,【他们在寻找某个人】删除1张指令卡，获得25黑印,"[They're Searching for Someone] Destroy a Command card, and acquire 25 Black Sigils."
Event_7065_ChoiceDesc2,azxI,s事件_Event_A.csv,831,Event,ChoiceDesc2,,【他们在寻找某件物品】复制一张牌库中的牌，感染「(Skill.Arg1)」,"[They're Searching for Something] Duplicate a Card, but develop the Symptom ""(Skill.Arg1)""."
Event_74145_ChoiceDesc1,aBaj,s事件_Event_A.csv,834,Event,ChoiceDesc1,,【阅读】删除1张指令卡，获得25黑印,"[Read] Destroy a Command card, and acquire 25 Black Sigils."
Event_74145_ChoiceDesc2,aBak,s事件_Event_A.csv,834,Event,ChoiceDesc2,,【继续打字】复制一张牌库中的牌，感染「(Skill.Arg1)」,"[Continue Typing] Duplicate a Card, but develop the Symptom ""(Skill.Arg1)""."
Event_6820_ChoiceDesc1,aysj,s事件_Event_A.csv,837,Event,ChoiceDesc1,,【清理打字机】删除1张指令卡，获得25黑印,"[Clean the Typewriter] Destroy a Command card, and acquire 25 Black Sigils."
Event_6820_ChoiceDesc2,aysk,s事件_Event_A.csv,837,Event,ChoiceDesc2,,【尝试辨识文字】复制一张牌库中的牌，感染「(Skill.Arg1)」,"[Try to Identify Text] Duplicate a Card, but develop the Symptom ""(Skill.Arg1)""."
Event_36723_ChoiceDesc1,awMv,s事件_Event_A.csv,840,Event,ChoiceDesc1,,【触碰它】随机觉醒1名唤醒体，感染「(Skill.Arg1)」,"[Touch it] Rouse a random Awakener, but develop the Symptom ""(Skill.Arg1)""."
Event_36723_ChoiceDesc2,awMw,s事件_Event_A.csv,840,Event,ChoiceDesc2,,【加入旋转】获得3选1刻印,[Join the Spin] Engrave 1 out of 3 Orisons
Event_80597_ChoiceDesc1,bsni,s事件_Event_A.csv,843,Event,ChoiceDesc1,,【驱赶蝴蝶】随机1张指令卡获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Drive Away the Butterflies] Engrave the Orison ""(EnchantConfig.Arg1)"" on a random Command card, but develop ""(Skill.Arg2)""."
Event_80597_ChoiceDesc2,bsnj,s事件_Event_A.csv,843,Event,ChoiceDesc2,,【聆听心愿】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」,"[Listen to Their Wish] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_80597_ChoiceDesc3,bsnk,s事件_Event_A.csv,843,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Acquire 25 Black Sigils
Event_6851_ChoiceDesc1,ayzr,s事件_Event_A.csv,846,Event,ChoiceDesc1,,【接受幻觉】随机1张指令卡获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Accept the Illusion] Engrave the Orison ""(EnchantConfig.Arg1)"" on a random Command card, but develop ""(Skill.Arg2)""."
Event_6851_ChoiceDesc2,ayzs,s事件_Event_A.csv,846,Event,ChoiceDesc2,,【否认幻觉】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」,"[Deny the Illusion] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_6851_ChoiceDesc3,ayzt,s事件_Event_A.csv,846,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Acquire 25 Black Sigils
Event_7161_ChoiceDesc1,azUb,s事件_Event_A.csv,849,Event,ChoiceDesc1,,【挥手驱赶】随机1张指令卡获得高级刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Wave Away] Engrave the Orison ""(EnchantConfig.Arg1)"" on a random Command card, but develop ""(Skill.Arg2)""."
Event_7161_ChoiceDesc2,azUc,s事件_Event_A.csv,849,Event,ChoiceDesc2,,【任由停留】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」,"[Let It Stay] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards."
Event_7161_ChoiceDesc3,azUd,s事件_Event_A.csv,849,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Acquire 25 Black Sigils
